1560850177156	116.711830	53.600117	-102.598892	0.892026	0.053442	-0.109528	0.435244	img__0_1560850177152253000.png
1560850177428	116.711830	53.600117	-102.598892	0.892026	0.053442	-0.109528	0.435244	img__0_1560850177424133800.png
1560850177702	116.711830	53.600117	-102.598892	0.892026	0.053442	-0.109528	0.435244	img__0_1560850177697283500.png
1560850177975	116.711830	53.600117	-102.598892	0.892026	0.053442	-0.109528	0.435244	img__0_1560850177970968300.png
1560850178236	116.711830	53.600117	-102.598892	0.892026	0.053442	-0.109528	0.435244	img__0_1560850178231606800.png
1560850178505	116.711830	53.600117	-102.598892	0.892026	0.053442	-0.109528	0.435244	img__0_1560850178501527800.png
1560850178773	116.711830	53.600117	-102.598892	0.892026	0.053442	-0.109528	0.435244	img__0_1560850178767039200.png
1560850179050	116.711830	53.600117	-102.598892	0.892026	0.053442	-0.109528	0.435244	img__0_1560850179046252700.png
1560850179322	116.711830	53.600117	-102.598892	0.892026	0.053442	-0.109528	0.435244	img__0_1560850179318879100.png
1560850179596	116.711830	53.600117	-102.598892	0.892026	0.053442	-0.109528	0.435244	img__0_1560850179591989200.png
1560850179867	115.652031	52.242733	-103.028267	0.892025	0.053442	-0.109528	0.435245	img__0_1560850179862282800.png
1560850180144	113.967072	50.084686	-103.710915	0.892025	0.053442	-0.109528	0.435247	img__0_1560850180139367000.png
1560850180411	112.327110	47.984219	-104.375336	0.892024	0.053443	-0.109528	0.435248	img__0_1560850180406488000.png
1560850180691	110.733864	45.943554	-105.020859	0.892023	0.053443	-0.109527	0.435250	img__0_1560850180686096500.png
1560850180968	109.119293	43.875626	-105.674995	0.892022	0.053443	-0.109527	0.435252	img__0_1560850180963255100.png
1560850181250	107.471832	41.765545	-106.342468	0.892021	0.053443	-0.109527	0.435254	img__0_1560850181246009600.png
1560850181523	105.740700	39.548241	-107.043846	0.892021	0.053444	-0.109527	0.435255	img__0_1560850181518349700.png
1560850181794	104.152344	37.513828	-107.687378	0.892020	0.053444	-0.109527	0.435257	img__0_1560850181788302100.png
1560850182076	102.474609	35.364922	-108.367119	0.892019	0.053444	-0.109527	0.435259	img__0_1560850182070272600.png
1560850182355	100.726563	33.125938	-109.075371	0.892018	0.053444	-0.109527	0.435260	img__0_1560850182349928500.png
1560850182642	99.057228	30.987656	-109.751740	0.892017	0.053444	-0.109527	0.435262	img__0_1560850182634683200.png
1560850182938	97.279137	28.710117	-110.472153	0.892017	0.053445	-0.109527	0.435263	img__0_1560850182934540700.png
1560850183239	95.621948	26.587500	-111.143585	0.892016	0.053445	-0.109527	0.435265	img__0_1560850183234739800.png
1560850183509	93.875275	24.350195	-111.851280	0.892015	0.053445	-0.109526	0.435266	img__0_1560850183503703500.png
1560850183796	92.224960	22.236328	-112.519913	0.892014	0.053445	-0.109526	0.435268	img__0_1560850183790546600.png
1560850184067	90.434219	19.942539	-113.245476	0.892013	0.053445	-0.109526	0.435270	img__0_1560850184061905200.png
1560850184359	88.780624	17.824413	-113.915466	0.892013	0.053446	-0.109526	0.435271	img__0_1560850184353635700.png
1560850184628	87.110626	15.685273	-114.592117	0.892012	0.053446	-0.109526	0.435272	img__0_1560850184620918900.png
1560850184920	85.398788	13.492499	-115.285713	0.892011	0.053446	-0.109526	0.435274	img__0_1560850184913948900.png
1560850185200	83.777306	11.415468	-115.942703	0.892011	0.053446	-0.109526	0.435275	img__0_1560850185195471400.png
1560850185478	82.125427	9.299453	-116.612022	0.892010	0.053446	-0.109526	0.435277	img__0_1560850185472650200.png
1560850185766	80.429062	7.126523	-117.299339	0.892009	0.053446	-0.109526	0.435278	img__0_1560850185761499800.png
1560850186041	78.772499	5.004531	-117.970543	0.892009	0.053447	-0.109526	0.435279	img__0_1560850186036325200.png
1560850186331	77.048866	2.796562	-118.668953	0.892008	0.053447	-0.109526	0.435281	img__0_1560850186325179900.png
1560850186623	75.301170	0.557773	-119.377106	0.892007	0.053447	-0.109525	0.435282	img__0_1560850186617284300.png
1560850186909	73.591171	-1.632813	-120.070000	0.892006	0.053447	-0.109525	0.435284	img__0_1560850186904197900.png
1560850187188	71.923752	-3.768789	-120.745621	0.892006	0.053447	-0.109525	0.435285	img__0_1560850187184620700.png
1560850187476	71.085503	-4.842539	-121.085258	0.892005	0.053447	-0.109525	0.435286	img__0_1560850187471958700.png
1560850187755	71.085503	-4.842539	-121.085258	0.892005	0.053447	-0.109525	0.435286	img__0_1560850187750902400.png
1560850188022	71.085503	-4.842539	-121.085258	0.892005	0.053447	-0.109525	0.435286	img__0_1560850188016382800.png
1560850188306	71.085503	-4.842539	-121.085258	0.892005	0.053447	-0.109525	0.435286	img__0_1560850188301346800.png
1560850188581	71.085503	-4.842539	-121.085258	0.892005	0.053447	-0.109525	0.435286	img__0_1560850188575895400.png
1560850188862	72.145973	-3.484062	-120.655571	0.892005	0.053447	-0.109525	0.435287	img__0_1560850188855722700.png
1560850189138	73.843903	-1.309023	-119.967583	0.892004	0.053448	-0.109525	0.435289	img__0_1560850189133098300.png
1560850189415	75.526482	0.846367	-119.285820	0.891014	0.057244	-0.117305	0.434807	img__0_1560850189409351400.png
1560850189711	77.173393	2.956133	-118.459099	0.885048	0.076156	-0.156059	0.431898	img__0_1560850189706467800.png
1560850189989	78.770821	5.002500	-117.409927	0.880659	0.087436	-0.179173	0.429758	img__0_1560850189983794100.png
1560850190280	80.346291	7.020820	-116.331726	0.883651	0.079923	-0.163776	0.431220	img__0_1560850190275639600.png
1560850190560	81.980469	9.114336	-115.417900	0.889953	0.061037	-0.125075	0.434297	img__0_1560850190554391800.png
1560850190829	83.731987	11.358164	-114.711632	0.894561	0.042036	-0.086137	0.436547	img__0_1560850190824274500.png
1560850191103	85.390938	13.483398	-114.292641	0.897466	0.022954	-0.047035	0.437967	img__0_1560850191096917700.png
1560850191377	87.094139	15.665312	-114.041756	0.897842	0.019131	-0.039201	0.438152	img__0_1560850191372094700.png
