8.629463195800781, 14.917512893676758, 2873, 0
0, 0, 2830, 0
8.629463195800781, 10.540769577026367, 2632, 0
8.432988166809082, 12.576104164123535, 2255, 0
8.425625801086426, 13.877287864685059, 3193, 0
8.426544189453125, 13.62190055847168, 2789, 0
8.4425630569458, 13.505105018615723, 3131, 0
8.4456787109375, 13.532732009887695, 2286, 0
8.416991233825684, 14.028977394104004, 3280, 0
8.443376541137695, 14.393105506896973, 2013, 0
8.531256675720215, 14.107532501220703, 3420, 0
8.429986953735352, 14.570772171020508, 2868, 0
8.552741050720215, 14.972967147827148, 2392, 0
8.516125679016113, 15.034049987792969, 2659, 0
8.535359382629395, 15.065017700195312, 2424, 0
8.437222480773926, 14.131067276000977, 2972, 0
8.629463195800781, 13.643765449523926, 1865, 0
8.44187068939209, 14.591358184814453, 3030, 0
8.55728530883789, 14.900386810302734, 2397, 0
8.395569801330566, 12.204109191894531, 2031, 0
8.39543628692627, 13.983893394470215, 3184, 0
8.403937339782715, 11.031805038452148, 1817, 0
8.629463195800781, 12.991735458374023, 2256, 0
8.629463195800781, 11.443075180053711, 3583, 0
8.629463195800781, 10.22677993774414, 2342, 0
8.629463195800781, 11.300382614135742, 2741, 0
8.410207748413086, 12.033403396606445, 2522, 0
8.629463195800781, 10.126137733459473, 3347, 0
8.629463195800781, 12.146282196044922, 4114, 0
8.629463195800781, 11.597240447998047, 3401, 0
8.629463195800781, 13.633796691894531, 2505, 0
3.4218215942382812, 16.398681640625, 1770, 0
8.507357597351074, 12.72572135925293, 2444, 0
2.3258185386657715, 20.401565551757812, 2307, 0
2.078845500946045, 22.621299743652344, 2023, 0
1.3504505157470703, 30.224897384643555, 1603, 1
1.206463098526001, 33.29899215698242, 1168, 1
0.7313275933265686, 23.892011642456055, 830, 1
0.6959036588668823, 23.613170623779297, 567, 1
0.8206325173377991, 37.081939697265625, 794, 1
0.983651340007782, 32.969970703125, 843, 1
0.7414573431015015, 36.87828826904297, 476, 1
0.5056522488594055, 36.675907135009766, 288, 1
0.5066725611686707, 30.150409698486328, 422, 1
0.326315313577652, 31.632099151611328, 629, 1
0.7297004461288452, 33.03271484375, 1407, 0
1.5804742574691772, 23.72441864013672, 1770, 0
2.2016959190368652, 14.426076889038086, 2060, 0
2.1916074752807617, 18.317974090576172, 2332, 0
2.678046464920044, 15.990179061889648, 2536, 0
2.6878435611724854, 19.78801155090332, 2627, 0
2.9032907485961914, 13.57474136352539, 2656, 0
8.550800323486328, 14.503193855285645, 2202, 0
1.8506988286972046, 20.59774398803711, 1875, 0
1.45811128616333, 28.764179229736328, 1397, 1
1.1123600006103516, 34.99991989135742, 1052, 1
0.9878295063972473, 30.788177490234375, 654, 1
1.0920329093933105, 29.48807716369629, 706, 1
0.9925157427787781, 34.377559661865234, 965, 0
1.1957238912582397, 35.46626663208008, 1251, 0
1.2378687858581543, 35.28913497924805, 1291, 0
0.326315313577652, 27.862062454223633, 920, 1
0.7403448224067688, 40.4521369934082, 422, 1
0.49498340487480164, 35.200439453125, 121, 1
0.46818187832832336, 30.168537139892578, 134, 1
0.6005993485450745, 40.304466247558594, 383, 1
0.8534436821937561, 38.4572639465332, 907, 1
1.4746555089950562, 29.65165138244629, 1579, 0
1.9484045505523682, 24.900798797607422, 2255, 0
2.4449868202209473, 25.776275634765625, 2301, 0
2.571276903152466, 28.477313995361328, 2526, 0
2.6522350311279297, 25.4046630859375, 2608, 0
2.432656764984131, 23.301136016845703, 2416, 0
1.9639692306518555, 24.762155532836914, 2257, 0
1.6874834299087524, 30.711162567138672, 1861, 0
1.2276930809020996, 32.980628967285156, 1059, 1
0.4835576117038727, 32.68900680541992, 407, 1
0.8583043217658997, 33.056427001953125, 231, 1
0.49908462166786194, 32.39331817626953, 304, 1
0.8372293710708618, 36.580108642578125, 829, 1
1.2161849737167358, 36.01744079589844, 1224, 1
1.4361532926559448, 29.866132736206055, 1592, 0
1.7224359512329102, 28.830385208129883, 1950, 0
2.1772308349609375, 26.06735610961914, 2430, 0
2.074735164642334, 13.021903991699219, 2581, 0
1.9602711200714111, 27.78253746032715, 2349, 0
1.5969520807266235, 29.739397048950195, 1617, 1
0.7479659914970398, 35.98237228393555, 573, 1
0.5080140829086304, 32.22754669189453, 235, 1
0.465177446603775, 30.676115036010742, 259, 1
0.5760432481765747, 40.39931869506836, 705, 0
0.9901241660118103, 38.123443603515625, 1024, 0
0.8745449185371399, 37.48396682739258, 683, 1
